kind,address,expected,note
global,0x012F079C,0x004E65B7,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; skirmish gate: isLocalAlliedDefeat
insn,0x004E65BF,call dword ptr [edx + 0x38],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x38; skirmish gate: isLocalAlliedDefeat
global,0x012F079C,0x004E65C6,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; skirmish gate: isLocalAlliedVictory
insn,0x004E65CE,call dword ptr [eax + 0x34],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x34; skirmish gate: isLocalAlliedVictory
global,0x012F079C,0x004E662A,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; skirmish stats: getEndFrame converted to float (BFME addition)
insn,0x004E663A,call dword ptr [edx + 0x44],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x44; skirmish stats: getEndFrame converted to float (BFME addition)
global,0x012F079C,0x004E669B,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; skirmish stats: isLocalAlliedVictory selects wins or losses
insn,0x004E66A3,call dword ptr [eax + 0x34],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x34; skirmish stats: isLocalAlliedVictory selects wins or losses
global,0x012F079C,0x004E6BB4,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; internet path: amIObserver returns before any stats
insn,0x004E6BBC,call dword ptr [eax + 0x40],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x40; internet path: amIObserver returns before any stats
global,0x012F079C,0x004E6D66,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; sawEndOfGame: isLocalAlliedDefeat
insn,0x004E6D70,call dword ptr [eax + 0x38],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x38; sawEndOfGame: isLocalAlliedDefeat
global,0x012F079C,0x004E6D77,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; sawEndOfGame: isLocalAlliedVictory
insn,0x004E6D7F,call dword ptr [edx + 0x34],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x34; sawEndOfGame: isLocalAlliedVictory
global,0x012F079C,0x004E6D88,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; sawEndOfGame: isLocalDefeat
insn,0x004E6D90,call dword ptr [eax + 0x3c],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x3c; sawEndOfGame: isLocalDefeat
global,0x012F079C,0x004E6EDA,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; GameSpy-stats gate: getEndFrame compared with 0x7d
insn,0x004E6EE2,call dword ptr [edx + 0x44],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x44; GameSpy-stats gate: getEndFrame compared with 0x7d
global,0x012F079C,0x004E6EEA,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; GameSpy-stats gate: getEndFrame != 0
insn,0x004E6EF2,call dword ptr [eax + 0x44],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x44; GameSpy-stats gate: getEndFrame != 0
global,0x012F079C,0x004E7148,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; wins/losses: isLocalAlliedDefeat
insn,0x004E7150,call dword ptr [edx + 0x38],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x38; wins/losses: isLocalAlliedDefeat
global,0x012F079C,0x004E7157,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; wins/losses: !getEndFrame counts as a loss
insn,0x004E715F,call dword ptr [eax + 0x44],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x44; wins/losses: !getEndFrame counts as a loss
global,0x012F079C,0x004E72BB,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; InARow counters: isLocalAlliedVictory
insn,0x004E72C3,call dword ptr [eax + 0x34],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x34; InARow counters: isLocalAlliedVictory
global,0x012F079C,0x004E74C1,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; surrenders += haveWeSurrendered || !getEndFrame
insn,0x004E74C9,call dword ptr [edx + 0x44],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x44; surrenders += haveWeSurrendered || !getEndFrame
global,0x012F079C,0x004E75C4,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; battle-honours gate: isLocalAlliedDefeat
insn,0x004E75CC,call dword ptr [eax + 0x38],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x38; battle-honours gate: isLocalAlliedDefeat
global,0x012F079C,0x004E75D3,populatePlayerInfo 0x004E5DF0: TheVictoryConditions read; battle-honours gate: getEndFrame
insn,0x004E75DB,call dword ptr [edx + 0x44],populatePlayerInfo 0x004E5DF0: VictoryConditions vslot +0x44; battle-honours gate: getEndFrame
insn,0x004E658C,"cmp dword ptr [0x12f4134], 1",populatePlayerInfo 0x004E5DF0: screenType == SCORESCREEN_SKIRMISH(1) opens the skirmish-stats block
global,0x012F4134,0x004E658C,populatePlayerInfo 0x004E5DF0: screenType (ScoreScreen.cpp static) compared with 1
insn,0x004E6B5A,"cmp dword ptr [0x12f4134], 3",populatePlayerInfo 0x004E5DF0: screenType == SCORESCREEN_INTERNET(3) opens the results block
global,0x012F4134,0x004E6B5A,populatePlayerInfo 0x004E5DF0: screenType compared with 3
global,0x012F708C,0x004E65A8,populatePlayerInfo 0x004E5DF0: TheGameInfo read for the isSandbox slot
insn,0x004E65B0,call dword ptr [eax + 0x30],populatePlayerInfo 0x004E5DF0: TheGameInfo vslot +0x30 at the ZH isSandbox() position
global,0x012F7194,0x004E6B67,populatePlayerInfo 0x004E5DF0: TheGameSpyInfo read for getLocalProfileID
insn,0x004E6B6F,call dword ptr [eax + 0x70],populatePlayerInfo 0x004E5DF0: TheGameSpyInfo->getLocalProfileID (+0x70); zero returns
global,0x012F7198,0x004E6B7C,populatePlayerInfo 0x004E5DF0: TheGameSpyGame read for getLocalSlotNum
insn,0x004E6B84,call dword ptr [edx + 0x14],populatePlayerInfo 0x004E5DF0: TheGameSpyGame->getLocalSlotNum (+0x14)
insn,0x004E6BA3,call 0x4061d6,populatePlayerInfo 0x004E5DF0: TheGameSpyGame->getSlot(localSlotNum); NULL returns
global,0x012F76F0,0x004E6BC7,populatePlayerInfo 0x004E5DF0: TheGameSpyPSMessageQueue read for findPlayerStatsByID
insn,0x004E6BD8,call dword ptr [edx + 0x24],populatePlayerInfo 0x004E5DF0: TheGameSpyPSMessageQueue->findPlayerStatsByID(localID) (+0x24)
global,0x012F7714,0x004E6D05,populatePlayerInfo 0x004E5DF0: TheNetwork read for getPingFrame
insn,0x004E6D0D,call dword ptr [edx + 0x80],populatePlayerInfo 0x004E5DF0: TheNetwork->getPingFrame (+0x80) == latestHumanInGame
global,0x012F7714,0x004E6D17,populatePlayerInfo 0x004E5DF0: TheNetwork read for getPingsSent
insn,0x004E6D1F,call dword ptr [eax + 0x84],populatePlayerInfo 0x004E5DF0: TheNetwork->getPingsSent (+0x84) halved
global,0x012F7714,0x004E6D43,populatePlayerInfo 0x004E5DF0: TheNetwork read for getPingsRecieved
insn,0x004E6D4B,call dword ptr [edx + 0x88],populatePlayerInfo 0x004E5DF0: TheNetwork->getPingsRecieved (+0x88) < max(1 sent/2) keeps gameEndedInDisconnect
global,0x012F0898,0x004E6D99,populatePlayerInfo 0x004E5DF0: TheGameLogic read for the CRC-mismatch flag
global,0x012F7198,0x004E6DB6,populatePlayerInfo 0x004E5DF0: TheGameSpyGame read for the ladder port test
insn,0x004E6DBC,"cmp word ptr [ecx + 0x450], 0",populatePlayerInfo 0x004E5DF0: TheGameSpyGame+0x450 = ladderPort (short) must be non-zero
thunk,0x00024D43,0x004D7AC0,ILT of getLadderIP (GameSpyStagingRoom member; ledger still ?d_004d7ac0)
insn,0x004E6DCB,call 0x424d43,populatePlayerInfo 0x004E5DF0: getLadderIP() by value for the isNotEmpty test
thunk,0x0002D5C4,0x0005E510,ILT of AsciiString::isNotEmpty
insn,0x004E6DDA,call 0x42d5c4,populatePlayerInfo 0x004E5DF0: getLadderIP().isNotEmpty()
thunk,0x00006A2D,0x004E5C00,ILT of GameResultsRequest ctor
insn,0x004E6E08,call 0x406a2d,populatePlayerInfo 0x004E5DF0: GameResultsRequest gameResReq
insn,0x004E6E21,call 0x424d43,populatePlayerInfo 0x004E5DF0: gameResReq.hostname = getLadderIP().str()
global,0x012F7198,0x004E6E5B,populatePlayerInfo 0x004E5DF0: TheGameSpyGame read for gameResReq.port
insn,0x004E6E61,"mov dx, word ptr [ecx + 0x450]",populatePlayerInfo 0x004E5DF0: gameResReq.port = TheGameSpyGame+0x450
thunk,0x000336A9,0x00639190,ILT of generateLadderGameResultsPacket
insn,0x004E6E75,call 0x4336a9,populatePlayerInfo 0x004E5DF0: gameResReq.results = generateLadderGameResultsPacket().str()
global,0x012F71C4,0x004E6EAF,populatePlayerInfo 0x004E5DF0: TheGameResultsQueue read (NULL-checked)
insn,0x004E6EC3,call dword ptr [edx + 0x30],populatePlayerInfo 0x004E5DF0: TheGameResultsQueue->addRequest(gameResReq) (+0x30)
thunk,0x00049288,0x004E5C60,ILT of GameResultsRequest dtor
insn,0x004E6ED5,call 0x449288,populatePlayerInfo 0x004E5DF0: gameResReq destroyed after addRequest
insn,0x004E6EE5,"cmp eax, 0x7d",populatePlayerInfo 0x004E5DF0: endFrame < 125 (25 s at 5 logic fps) && endFrame skips the GameSpy stats
thunk,0x00022A34,0x006386F0,ILT of the GameSpyStagingRoom results-packet generator the score screen really calls (ledger ?d_006386f0)
insn,0x004E6F0D,call 0x422a34,populatePlayerInfo 0x004E5DF0: resultsPacket = TheGameSpyGame->generateGameSpyGameResultsPacket()
global,0x012F76F0,0x004E6F58,populatePlayerInfo 0x004E5DF0: TheGameSpyPSMessageQueue read for addRequest
insn,0x004E6F68,call dword ptr [eax + 0x10],populatePlayerInfo 0x004E5DF0: TheGameSpyPSMessageQueue->addRequest(PSREQUEST_SENDGAMERESTOGAMESPY) (+0x10)
global,0x012ED750,0x004E6F6B,populatePlayerInfo 0x004E5DF0: ThePlayerTemplateStore read for the ptIdx search
global,0x012F7198,0x004E71E1,populatePlayerInfo 0x004E5DF0: TheGameSpyGame read for the QM flag
insn,0x004E71E6,"mov cl, byte ptr [eax + 0x43c]",populatePlayerInfo 0x004E5DF0: TheGameSpyGame+0x43c = isQMGame selects QMGames vs customGames
global,0x012F708C,0x004E74B5,populatePlayerInfo 0x004E5DF0: TheGameInfo read for haveWeSurrendered
insn,0x004E74BA,"mov cl, byte ptr [eax + 0xe]",populatePlayerInfo 0x004E5DF0: TheGameInfo+0xe = haveWeSurrendered
insn,0x004E75F1,call 0x8e59e0,populatePlayerInfo 0x004E5DF0: updateMPBattleHonors(stats.battleHonors stats) direct call
insn,0x004E75FE,call 0x8e27e0,populatePlayerInfo 0x004E5DF0: updateChallengeMedals(stats.challengeMedals) direct call
global,0x012F76F0,0x004E70E9,populatePlayerInfo 0x004E5DF0: TheGameSpyPSMessageQueue read (stats.id == 0 arm addRequest)
insn,0x004E7100,call dword ptr [edx + 0x10],populatePlayerInfo 0x004E5DF0: stats.id == 0 arm: PSREQUEST_UPDATEPLAYERSTATS addRequest
thunk,0x0003DAFF,0x004E3150,ILT of hideWindows
insn,0x004E8204,call 0x43daff,grabMultiPlayerInfo calls hideWindows(playerCount)
insn,0x004E86E8,call 0x43daff,grabSinglePlayerInfo calls hideWindows(playerCount)
thunk,0x00033483,0x004E3720,ILT of setObserverWindows
insn,0x004E8230,call 0x433483,grabMultiPlayerInfo calls setObserverWindows(p count) for observers
insn,0x004E8225,call 0x420d01,grabMultiPlayerInfo: Player::isPlayerObserver decides between setObserverWindows and populatePlayerInfo
thunk,0x000113AB,0x004E3D40,ILT of populateSideInfo
insn,0x004E86B6,call 0x4113ab,grabSinglePlayerInfo calls populateSideInfo(TheGameText->fetch(label) &sg count color)
bytes,0x00D01DEC,4755493a00,grabSinglePlayerInfo label prefix
bytes,0x00D01DE4,416c6c69657300,grabSinglePlayerInfo label suffix for ALLIES
bytes,0x00D01DD8,456e656d69657300,grabSinglePlayerInfo label suffix for ENEMIES
bytes,0x00D00C5C,416d657269636100,grabSinglePlayerInfo hard-coded side 0/3 (Generals leftover)
bytes,0x00D00C4C,4368696e6100,grabSinglePlayerInfo hard-coded side 1/4
bytes,0x00D00C40,474c4100,grabSinglePlayerInfo hard-coded side 2/5
insn,0x004E850E,call 0x41be28,grabSinglePlayerInfo: TheGameLogic->isInSinglePlayerGame gate before the side accumulation
insn,0x004E8539,call 0x43e77a,grabSinglePlayerInfo: Player::getRelationship(defaultTeam) == 2 (ALLIES) for friend rows
thunk,0x00014164,0x004E3060,ILT of the ScoreMap (map<Int Player*>) _Rb_tree::_M_erase
insn,0x004E80C3,call 0x414164,grabMultiPlayerInfo: scores.clear() erases the map<Int Player*> tree
thunk,0x00005A65,0x004E4CF0,ILT of the ScoreMap _Rb_tree destructor
insn,0x004E825F,call 0x405a65,grabMultiPlayerInfo: scores map destroyed on exit
bytes,0x00D01DBC,4d757469506c617965725f53636f726553637265656e00,grabMultiPlayerInfo backdrop image name (ZH spelling)
insn,0x004E80F0,push 0x1101dbc,grabMultiPlayerInfo pushes MutiPlayer_ScoreScreen for findImageByName
insn,0x004E81A0,call 0x40d67a,grabMultiPlayerInfo: ScoreKeeper::calculateScore keys the ScoreMap
thunk,0x0000D67A,0x000E8D90,ILT of ScoreKeeper::calculateScore (ledger ?d_000e8d90)
thunk,0x00042640,0x004E8050,ILT of grabMultiPlayerInfo (already pinned ?grabMultiPlayerInfo@@YAXXZ)
thunk,0x000077C5,0x004E8320,ILT of grabSinglePlayerInfo
thunk,0x0003E612,0x004E88E0,ILT of initSinglePlayer
thunk,0x0002BF44,0x004E89C0,ILT of initReplaySinglePlayer
thunk,0x000081ED,0x004E8A70,ILT of initLANMultiPlayer
thunk,0x0004AD22,0x004E8B80,ILT of initInternetMultiPlayer
thunk,0x00007F6D,0x004E8D10,ILT of initReplayMultiPlayer
thunk,0x000274F8,0x004E8DC0,ILT of ScoreScreenInit (the lexicon entry points here)
bytes,0x00EA9AD8,206a0801f8744200,FunctionLexicon triple tail: name pointer 0x01086A20 (ScoreScreenInit) then callback pointer 0x004274F8 = ILT of 0x004E8DC0
bytes,0x00C86A20,53636f726553637265656e496e697400,lexicon name string for ScoreScreenInit
insn,0x004E926D,"mov eax, dword ptr [eax + 0x10c]",ScoreScreenInit dispatches on TheGameLogic+0x10c (game mode) instead of ZH isInReplayGame/isInInternetGame/...
insn,0x004E929A,call 0x407f6d,ScoreScreenInit mode 3 (REPLAY) multiplayer: initReplayMultiPlayer
insn,0x004E92C5,call 0x42bf44,ScoreScreenInit mode 3 (REPLAY) single: initReplaySinglePlayer
insn,0x004E92D1,call 0x44ad22,ScoreScreenInit mode 5 (INTERNET): initInternetMultiPlayer
insn,0x004E92DD,call 0x4081ed,ScoreScreenInit mode 1 (LAN): initLANMultiPlayer
insn,0x004E92E9,call 0x43dd89,ScoreScreenInit mode 2 (SKIRMISH): initSkirmish
insn,0x004E92F7,call 0x43e612,ScoreScreenInit default (single player): initSinglePlayer
insn,0x004E92A7,push 0x1101d34,ScoreScreenInit: TheTransitionHandler->setGroup(ScoreScreenShow)
bytes,0x00D01D34,53636f726553637265656e53686f7700,transition group set by ScoreScreenInit
insn,0x004E8DDD,push 0x1101f68,ScoreScreenInit: first nameToKey literal
bytes,0x00D01F68,53636f726553637265656e2e776e643a506172656e7453636f726553637265656e00,ScoreScreenInit parentID literal
insn,0x004E8DE6,"mov byte ptr [0x12f45d4], 1",ScoreScreenInit: g_playMusic = TRUE (first statement of the ZH twin)
insn,0x004E921E,call 0x443eeb,ScoreScreenInit: TheRecorder->getMode() == RECORD sets canSaveReplay
insn,0x004E9291,call 0x44a7a5,ScoreScreenInit: TheRecorder->isMultiplayer() splits the replay init
insn,0x004E88F7,"mov dword ptr [0x12f4134], 0",initSinglePlayer: screenType = SCORESCREEN_SINGLEPLAYER
insn,0x004E89C0,"mov dword ptr [0x12f4134], 4",initReplaySinglePlayer: screenType = SCORESCREEN_REPLAY
insn,0x004E8A71,"mov dword ptr [0x12f4134], 2",initLANMultiPlayer: screenType = SCORESCREEN_LAN
insn,0x004E8B86,"mov dword ptr [0x12f4134], 3",initInternetMultiPlayer: screenType = SCORESCREEN_INTERNET
insn,0x004E8D10,"mov dword ptr [0x12f4134], 4",initReplayMultiPlayer: screenType = SCORESCREEN_REPLAY
insn,0x004E8936,call 0x4077c5,initSinglePlayer calls grabSinglePlayerInfo
insn,0x004E89CA,call 0x4077c5,initReplaySinglePlayer calls grabSinglePlayerInfo
insn,0x004E8A7B,call 0x442640,initLANMultiPlayer calls grabMultiPlayerInfo
insn,0x004E8B90,call 0x442640,initInternetMultiPlayer calls grabMultiPlayerInfo
insn,0x004E8D1A,call 0x442640,initReplayMultiPlayer calls grabMultiPlayerInfo
insn,0x004E8C4C,call dword ptr [edx + 0x70],initInternetMultiPlayer: TheGameSpyInfo->getLocalProfileID()==0 hides buttonBuddies
global,0x012F71B4,0x004E8C64,initInternetMultiPlayer: TheGameSpyBuddyMessageQueue read
insn,0x004E8CAB,call dword ptr [edx + 0x18],initInternetMultiPlayer: TheGameSpyBuddyMessageQueue->addRequest(BUDDYREQUEST_SETSTATUS Online) (+0x18)
insn,0x004E3150,push -1,hideWindows body start (cdecl; pos read from [esp+0x1c] after the SEH frame)
insn,0x004E3177,jge 0x8e35e1,hideWindows: pos >= 8 returns
insn,0x004E3748,jge 0x8e3bf1,setObserverWindows: i >= 8 returns
insn,0x004E3D71,jg 0x8e43ce,populateSideInfo: pos > 8 returns (ZH pos > MAX_SLOTS)
insn,0x004E59E4,"mov esi, eax",updateMPBattleHonors receives stats in EAX (LTCG custom convention); honors pointer on the stack
insn,0x004E59EE,"cmp dword ptr [esi + 0x188], 3",updateMPBattleHonors: winsInARow >= 3 -> BATTLE_HONOR_STREAK (ZH threshold 5)
insn,0x00104FD6,push 0x334,createAptScreenScoreScreen allocates the 0x334-byte BfmeAptScreenScoreScreen
thunk,0x00017233,0x00578160,ILT of the BfmeAptScreenScoreScreen ctor
insn,0x00104FF9,call 0x417233,createAptScreenScoreScreen calls the ctor
insn,0x0057818E,"mov dword ptr [esi], 0x110aab8",ctor installs the primary vtable 0x0110AAB8
global,0x0110AAB8,0x0057818E,vtable 0x0110AAB8 carried by the ctor store
insn,0x0057819A,"mov dword ptr [ebp], 0x110aab4",ctor installs the +0x218 base vtable 0x0110AAB4 through ebp = esi+0x218
insn,0x00578252,"cmp dword ptr [0x12f4b50], ebx",ctor binds handlers only when TheScoreScreen (0x012F4B50) is still NULL
insn,0x00578265,"mov dword ptr [0x12f4b50], esi",ctor publishes this as TheScoreScreen 0x012F4B50
global,0x012F4B50,0x00578265,TheScoreScreen global written by the ctor
vslot,0x0110AAB8+0x00,0x00575880,BfmeAptScreenScoreScreen scalar deleting dtor
vslot,0x0110AAB8+0x14,0x00573BC0,BfmeAptScreenScoreScreen per-frame slot: deferred leave flag +0x261 and state +0x258==1
vslot,0x0110AAB4+0x00,0x005751C0,the +0x218 base vtable slot 0 is the adjustor thunk
insn,0x005751C0,"sub ecx, 0x218",adjustor{536} thunk before jumping to the deleting dtor
thunk,0x005751C6,0x00575880,adjustor tail jmp -> ILT 0x00024ED3 -> deleting dtor 0x00575880
thunk,0x00024ED3,0x00575880,ILT of the deleting dtor (vtable 0x0110AAB8 slot 0)
insn,0x00575883,call 0x406f28,deleting dtor calls the virtual dtor through ILT 0x00006F28
thunk,0x00006F28,0x00575050,ILT of ??1BfmeAptScreenScoreScreen
bytes,0x00D0AA90,41707453636f726553637265656e3a3a496e69744761646765747300,InitGadgets registration name (ctor 0x00578BEA / dtor 0x0057507F)
insn,0x0057507F,push 0x110aa90,dtor unregisters AptScoreScreen::InitGadgets
insn,0x0057509F,call 0x436485,dtor: InitGadgets unregister helper 0x004629A0 (same as the DisconnectScreen dtor)
thunk,0x00036485,0x004629A0,ILT of the InitGadgets unregister helper
insn,0x005750B5,"mov eax, dword ptr [esi + 0x25c]",dtor: +0x25c (screen type 0 = single player) gates the TheShell->hideShell(FALSE) call
insn,0x005750BF,"mov ecx, dword ptr [0x12f4b58]",dtor: TheShell read
global,0x012F4B58,0x005750BF,TheShell global (also pushed by 0x005774E0 and read 255x image-wide)
insn,0x005750CB,call 0x4428ed,dtor: TheShell->hideShell(FALSE) via ILT 0x000428ED (pinned ?hide@Shell)
thunk,0x000428ED,0x0057F5B0,ILT pinned ?hide@Shell@@QAEX_N@Z lands on 0x0057F5B0
insn,0x005750D6,"mov dword ptr [0x12f4b50], 0",dtor clears TheScoreScreen
insn,0x0057514E,call 0x445e8f,dtor destroys the vector<pair<Int AsciiString>> at +0x264
thunk,0x00045E8F,0x00574BC0,ILT of the +0x264 vector destructor
insn,0x0057515D,call 0x4204c3,dtor chains to the APT screen base dtor 0x00465430
insn,0x00578187,call 0x439b6c,ctor: APT screen base ctor 0x00465310
thunk,0x00039B6C,0x00465310,ILT of the APT screen base ctor
bytes,0x00D0AE3C,41707453636f726553637265656e3a3a4f6e496e697469616c697a656400,fscommand name bound by the ctor
insn,0x00578299,push 0x110ae3c,ctor pushes the AptScoreScreen::OnInitialized literal
insn,0x005782A2,"mov edi, 0x426152",ctor: handler code pointer for AptScoreScreen::OnInitialized
thunk,0x00026152,0x005701D0,AptScoreScreen::OnInitialized handler body
bytes,0x00D0AE20,41707453636f726553637265656e3a3a4578697400,fscommand name bound by the ctor
insn,0x005782F5,push 0x110ae20,ctor pushes the AptScoreScreen::Exit literal
insn,0x005782FE,"mov edi, 0x40a76d",ctor: handler code pointer for AptScoreScreen::Exit
thunk,0x0000A76D,0x005731C0,AptScoreScreen::Exit handler body
bytes,0x00D0AE04,41707453636f726553637265656e3a3a5361766500,fscommand name bound by the ctor
insn,0x00578351,push 0x110ae04,ctor pushes the AptScoreScreen::Save literal
insn,0x0057835A,"mov edi, 0x4328b2",ctor: handler code pointer for AptScoreScreen::Save
thunk,0x000328B2,0x00570200,AptScoreScreen::Save handler body
bytes,0x00D0ADE4,41707453636f726553637265656e3a3a436f6e74696e756500,fscommand name bound by the ctor
insn,0x005783AD,push 0x110ade4,ctor pushes the AptScoreScreen::Continue literal
insn,0x005783B6,"mov edi, 0x43936a",ctor: handler code pointer for AptScoreScreen::Continue
thunk,0x0003936A,0x005780E0,AptScoreScreen::Continue handler body
bytes,0x00D0ADC0,41707453636f726553637265656e3a3a5265737461727447616d6500,fscommand name bound by the ctor
insn,0x00578409,push 0x110adc0,ctor pushes the AptScoreScreen::RestartGame literal
insn,0x00578412,"mov edi, 0x435639",ctor: handler code pointer for AptScoreScreen::RestartGame
thunk,0x00035639,0x005731D0,AptScoreScreen::RestartGame handler body
bytes,0x00D0AD9C,41707453636f726553637265656e3a3a52656e616d6541636365707400,fscommand name bound by the ctor
insn,0x00578465,push 0x110ad9c,ctor pushes the AptScoreScreen::RenameAccept literal
insn,0x0057846E,"mov edi, 0x403c01",ctor: handler code pointer for AptScoreScreen::RenameAccept
thunk,0x00003C01,0x005710A0,AptScoreScreen::RenameAccept handler body
bytes,0x00D0AD78,41707453636f726553637265656e3a3a52656e616d6543616e63656c00,fscommand name bound by the ctor
insn,0x005784C1,push 0x110ad78,ctor pushes the AptScoreScreen::RenameCancel literal
insn,0x005784CA,"mov edi, 0x4077c0",ctor: handler code pointer for AptScoreScreen::RenameCancel
thunk,0x000077C0,0x00570220,AptScoreScreen::RenameCancel handler body
insn,0x005782D6,call 0x43e3c9,ctor wraps (this code delta) in the 0x18-byte functor via 0x00572CA0
thunk,0x0003E3C9,0x00572CA0,ILT of the functor-ref ctor 0x00572CA0 (7 calls from the ctor)
insn,0x005782E2,call 0x4338ed,ctor binds the fscommand through the +0x218 base 0x00464ED0
thunk,0x000338ED,0x00464ED0,ILT of the fscommand binder (same as the DisconnectScreen ctor)
insn,0x00572CD3,"mov dword ptr [eax], 0x110a958",functor-ref ctor installs vtable 0x0110A958
vslot,0x0110A958+0x04,0x00571770,functor vtable slot 1 = ?invoke@Rva00571770FunctorInvoke
insn,0x00571770,"mov eax, ecx",functor invoke: this = object + delta then jmp code (FunctorBindConstructors.cpp shape)
bytes,0x00EB7F9C,5c6d100120a9100110a91001fca81001eca81001dca81001cca81001b4a81001a4a810018ca8100178a81001,AS provider name table (11 entries NumOfPlayers ShowSaveReplay ShowCampaign ScoreGrandTotal heroVetCount unitsVetCount PlayerFaction numberOfObjectives ShowVictory objectivesPerScore NumberFormatter)
bytes,0x00D06D5C,4e756d4f66506c617965727300,provider table entry 0
insn,0x00578530,"mov eax, dword ptr [edi*4 + 0x12b7f9c]",ctor walks the 11-entry provider table
insn,0x0057851D,"mov eax, 0x43a1e3",ctor: provider handler code pointer for the table entries
thunk,0x0003A1E3,0x005731E0,provider handler body (switches on the table index)
insn,0x00578599,call 0x40acfe,ctor binds an AS provider through 0x00464FE0
thunk,0x0000ACFE,0x00464FE0,ILT of the AS provider binder (same as the DisconnectScreen ctor)
bytes,0x00D06E30,53636f726553637265656e3a506c61796572436f6c6f723a256400,per-slot provider name
insn,0x005785BA,"mov eax, 0x405fba",ctor: ScoreScreen:PlayerColor:%d handler code pointer
thunk,0x00005FBA,0x00571DF0,PlayerColor provider body (prints vector[+0x264][i].first)
bytes,0x00D0AD54,53636f726553637265656e3a506c6179657246616374696f6e3a256400,per-slot provider name
insn,0x005785C3,"mov eax, 0x42f806",ctor: ScoreScreen:PlayerFaction:%d handler code pointer
thunk,0x0002F806,0x00571E50,PlayerFaction provider body (copies vector[+0x264][i].second.str())
bytes,0x00D0AD44,536570617261746f72256400,per-slot provider name (i >= 1)
insn,0x005786F3,"mov eax, 0x41ac49",ctor: Separator%d handler code pointer
thunk,0x0001AC49,0x00570260,Separator provider body (reads the team-break byte +0x270[i])
bytes,0x00D0AD30,53636f7265426174746c655374617400,provider name idx 0 of the Score* group
insn,0x00578768,"mov edi, 0x423c77",ctor: Score* provider code pointer (5 names share it)
thunk,0x00023C77,0x005702B0,Score* provider body
bytes,0x00D0ACB8,626174746c65537461742563256400,7x3 provider names
thunk,0x000289B6,0x00570300,battleStat provider body
bytes,0x00D0ACA0,6f626a656374697665436865636b6564256400,8 provider names
thunk,0x0003EC6B,0x005703A0,objectiveChecked provider body
bytes,0x00D0AC8C,6865726f56657455706772616465256400,12 provider names
thunk,0x00007C25,0x005729C0,heroVetUpgrade provider body
insn,0x00578BF3,"mov edi, 0x4016e0",ctor: AptScoreScreen::InitGadgets handler code pointer
thunk,0x000016E0,0x00571EC0,InitGadgets handler body (PersistentUnitsListBox / RenameUnitsTextEntry)
bytes,0x00D0A998,50657273697374656e74556e6974734c697374426f7800,gadget name matched by the InitGadgets handler
bytes,0x00D0A97C,52656e616d65556e69747354657874456e74727900,gadget name matched by the InitGadgets handler
insn,0x00578C4C,call 0x43df14,ctor registers InitGadgets through 0x004628E0
thunk,0x0003DF14,0x004628E0,ILT of the InitGadgets registrar
insn,0x005701DC,call dword ptr [eax + 0xb0],OnInitialized: TheWindowManager slot +0xb0 with this
insn,0x005701E2,"mov dword ptr [esi + 0x258], 1",OnInitialized: state +0x258 = 1
insn,0x005731C0,call 0x411464,Exit handler: the common leave routine 0x00573000 through ILT 0x00011464
insn,0x005731D0,call 0x411464,RestartGame handler: the same leave routine through ILT 0x00011464
thunk,0x00011464,0x00573000,ILT of the leave routine 0x00573000
insn,0x00570206,call 0x4079b4,Save handler: 0x0056BFA0(3 4 0) which pushes SaveLoad.apt
thunk,0x000079B4,0x0056BFA0,ILT of the SaveLoad screen opener
bytes,0x00C87A34,536176654c6f61642e61707400,pushed by 0x0056BFA0
